Year,Distance,Stroke,Sex,Nationality,Athlete,Time,Rank,Event,Source,Time_sec,Nationality_full
1976,100m,Butterfly,Men,AUS,Neil Rogers,56.570,4,100m Butterfly,Olympic,56.57,Australia
1976,100m,Butterfly,Women,GDR,Kornelia Ender,00:01:00.130000,1,100m Butterfly,Olympic,60.13,GDR
1976,100m,Butterfly,Women,GDR,Andrea Pollack,00:01:00.980000,2,100m Butterfly,Olympic,60.98,GDR
1976,100m,Butterfly,Women,USA,Wendy Lansbach Boglioli,00:01:01.170000,3,100m Butterfly,Olympic,61.17,United States
1976,100m,Butterfly,Women,USA,Camille Wright,00:01:01.410000,4,100m Butterfly,Olympic,61.41,United States
1976,100m,Butterfly,Women,GDR,Rosemarie Kother-Gabriel,00:01:01.560000,4,100m Butterfly,Olympic,61.56,GDR
1976,100m,Butterfly,Women,CAN,Wendy Quirk,00:01:01.750000,4,100m Butterfly,Olympic,61.75,Canada
1976,100m,Butterfly,Women,USA,Lelei Alofa Fonoimoana,00:01:01.950000,4,100m Butterfly,Olympic,61.95,United States
1976,100m,Butterfly,Women,URS,Tamara Shelofastova,00:01:02.740000,4,100m Butterfly,Olympic,62.74,URS
1976,100m,Freestyle,Men,USA,Jim Montgomery,49.990,1,100m Freestyle,Olympic,49.99,United States
1976,100m,Freestyle,Men,USA,"Jack, Jr. Babashoff",50.810,2,100m Freestyle,Olympic,50.81,United States
1976,100m,Freestyle,Men,FRG,Peter Nocke,51.310,3,100m Freestyle,Olympic,51.31,FRG
1976,100m,Freestyle,Men,FRG,Klaus Steinbach,51.680,4,100m Freestyle,Olympic,51.68,FRG
1976,100m,Freestyle,Men,ITA,Marcello Guarducci,51.700,4,100m Freestyle,Olympic,51.7,Italy
1976,100m,Freestyle,Men,USA,Joseph Stuart Bottom,51.790,4,100m Freestyle,Olympic,51.79,United States
1976,100m,Freestyle,Men,URS,Vladimir Bure,52.030,4,100m Freestyle,Olympic,52.03,URS
1976,100m,Freestyle,Men,URS,Andrei Krylov,52.150,4,100m Freestyle,Olympic,52.15,URS
1976,100m,Freestyle,Women,GDR,Kornelia Ender,55.650,1,100m Freestyle,Olympic,55.65,GDR
1976,100m,Freestyle,Women,GDR,Petra Priemer,56.490,2,100m Freestyle,Olympic,56.49,GDR
1976,100m,Freestyle,Women,NED,Enith Brigitha,56.650,3,100m Freestyle,Olympic,56.65,NED
1976,100m,Freestyle,Women,USA,Kim Marie Peyton,56.810,4,100m Freestyle,Olympic,56.81,United States
1976,100m,Freestyle,Women,USA,Shirley Farber Babashoff,56.950,4,100m Freestyle,Olympic,56.95,United States
1976,100m,Freestyle,Women,GDR,Claudia Hempel,56.990,4,100m Freestyle,Olympic,56.99,GDR
1976,100m,Freestyle,Women,USA,Jill Sterkel,57.060,4,100m Freestyle,Olympic,57.06,United States
1976,100m,Freestyle,Women,FRG,Judith (Jutta) Weber,57.260,4,100m Freestyle,Olympic,57.26,FRG
1976,1500m,Freestyle,Men,USA,Brian Stuart Goodell,00:15:02.400000,1,1500m Freestyle,Olympic,902.4,United States
1976,1500m,Freestyle,Men,USA,Robert William Hackett,00:15:03.910000,2,1500m Freestyle,Olympic,903.91,United States
1976,1500m,Freestyle,Men,AUS,Stephen Holland,00:15:04.660000,3,1500m Freestyle,Olympic,904.66,Australia
1976,1500m,Freestyle,Men,BRA,Djan Garrido Madruga,00:15:19.840000,4,1500m Freestyle,Olympic,919.84,Brazil
1976,1500m,Freestyle,Men,URS,Vladimir Salnikov,00:15:29.450000,4,1500m Freestyle,Olympic,929.45,URS
1976,1500m,Freestyle,Men,AUS,Maxwell Metzker,00:15:31.530000,4,1500m Freestyle,Olympic,931.53,Australia
1976,1500m,Freestyle,Men,USA,Paul Michael Hartloff,00:15:32.080000,4,1500m Freestyle,Olympic,932.08,United States
1976,1500m,Freestyle,Men,HUN,Zoltan Wladar,00:15:45.970000,4,1500m Freestyle,Olympic,945.97,Hungary
1976,200m,Backstroke,Men,USA,John Phillips Naber,00:01:59.190000,1,200m Backstroke,Olympic,119.19,United States
1976,200m,Backstroke,Men,USA,Peter Drake Rocca,00:02:00.550000,2,200m Backstroke,Olympic,120.55,United States
1976,200m,Backstroke,Men,USA,Daniel Lee Harrigan,00:02:01.350000,3,200m Backstroke,Olympic,121.35,United States
1976,200m,Backstroke,Men,AUS,Mark Tonelli,00:02:03.170000,4,200m Backstroke,Olympic,123.17,Australia
1976,200m,Backstroke,Men,AUS,Mark Kerry,00:02:04.070000,4,200m Backstroke,Olympic,124.07,Australia
1976,200m,Backstroke,Men,TCH,Miloslav Rolko,00:02:05.810000,4,200m Backstroke,Olympic,125.81,TCH
1976,200m,Backstroke,Men,HUN,Robert Rudolf,00:02:07.300000,4,200m Backstroke,Olympic,127.3,Hungary
1976,200m,Backstroke,Men,HUN,Zoltan Verraszto,00:02:08.230000,4,200m Backstroke,Olympic,128.23,Hungary
1976,200m,Backstroke,Women,GDR,Ulrike Richter,00:02:13.430000,1,200m Backstroke,Olympic,133.43,GDR
1976,200m,Backstroke,Women,GDR,Birgit Treiber,00:02:14.970000,2,200m Backstroke,Olympic,134.97,GDR
1976,200m,Backstroke,Women,CAN,Nancy Ellen Garapick,00:02:15.600000,3,200m Backstroke,Olympic,135.6,Canada
1976,200m,Backstroke,Women,URS,Nadezhda Stavko,00:02:16.280000,4,200m Backstroke,Olympic,136.28,URS
1976,200m,Backstroke,Women,USA,Melissa Louise Belote,00:02:17.270000,4,200m Backstroke,Olympic,137.27,United States
1976,200m,Backstroke,Women,GDR,Antje Stille,00:02:17.550000,4,200m Backstroke,Olympic,137.55,GDR
1976,200m,Backstroke,Women,URS,Klavdiya Studennikova,00:02:17.740000,4,200m Backstroke,Olympic,137.74,URS
1976,200m,Backstroke,Women,CAN,Wendy Cook-Hogg,00:02:17.950000,4,200m Backstroke,Olympic,137.95,Canada
1976,200m,Breaststroke,Men,GBR,David Andrew Wilkie,00:02:15.110000,1,200m Breaststroke,Olympic,135.11,United Kingdom
1976,200m,Breaststroke,Men,USA,John Frederick Hencken,00:02:17.260000,2,200m Breaststroke,Olympic,137.26,United States
1976,200m,Breaststroke,Men,USA,Richard Phillip Jr. Colella,00:02:19.200000,3,200m Breaststroke,Olympic,139.2,United States
1976,200m,Breaststroke,Men,CAN,Graham Smith,00:02:19.420000,4,200m Breaststroke,Olympic,139.42000000000002,Canada
1976,200m,Breaststroke,Men,USA,Charles Humphrey Keating,00:02:20.790000,4,200m Breaststroke,Olympic,140.79,United States
1976,200m,Breaststroke,Men,URS,Arvydas Juozaitis,00:02:21.870000,4,200m Breaststroke,Olympic,141.87,URS
1976,200m,Breaststroke,Men,URS,Nikolai Pankin,00:02:22.210000,4,200m Breaststroke,Olympic,142.21,URS
1976,200m,Breaststroke,Men,FRG,Walter Kusch,00:02:22.360000,4,200m Breaststroke,Olympic,142.36,FRG
1976,200m,Breaststroke,Women,URS,Marina Koshevaya,00:02:33.350000,1,200m Breaststroke,Olympic,153.35,URS
1976,200m,Breaststroke,Women,URS,Maryna Yurchenia,00:02:36.080000,2,200m Breaststroke,Olympic,156.07999999999998,URS
1976,200m,Breaststroke,Women,URS,Lyubov Rusanova,00:02:36.220000,3,200m Breaststroke,Olympic,156.22,URS
1976,200m,Breaststroke,Women,GDR,Hannelore Anke,00:02:36.490000,4,200m Breaststroke,Olympic,156.49,GDR
1976,200m,Breaststroke,Women,GDR,Karla Linke,00:02:36.970000,4,200m Breaststroke,Olympic,156.97,GDR
1976,200m,Breaststroke,Women,GDR,Carola Nitschke,00:02:38.270000,4,200m Breaststroke,Olympic,158.27,GDR
1976,200m,Breaststroke,Women,GBR,Margaret Kelly-Hohmann,00:02:38.370000,4,200m Breaststroke,Olympic,158.37,United Kingdom
1976,200m,Breaststroke,Women,GBR,Deborah Rudd,00:02:39.010000,4,200m Breaststroke,Olympic,159.01,United Kingdom
1976,200m,Butterfly,Men,USA,Mike Bruner,00:01:59.230000,1,200m Butterfly,Olympic,119.22999999999999,United States
1976,200m,Butterfly,Men,USA,Steven Garrett Gregg,00:01:59.540000,2,200m Butterfly,Olympic,119.53999999999999,United States
1976,200m,Butterfly,Men,USA,"William Ronald, Jr. Forrester",00:01:59.960000,3,200m Butterfly,Olympic,119.96000000000001,United States
1976,200m,Butterfly,Men,GDR,Roger Pyttel,00:02:00.020000,4,200m Butterfly,Olympic,120.02,GDR
1976,200m,Butterfly,Men,FRG,Michael Kraus,00:02:00.460000,4,200m Butterfly,Olympic,120.46,FRG
1976,200m,Butterfly,Men,GBR,Brian Brinkley,00:02:01.490000,4,200m Butterfly,Olympic,121.49,United Kingdom
1976,200m,Butterfly,Men,ECU,Jorge Delgado,00:02:01.950000,4,200m Butterfly,Olympic,121.95,Ecuador
1976,200m,Butterfly,Men,URS,Oleksandr Manachynskiy,00:02:04.610000,4,200m Butterfly,Olympic,124.61,URS
1976,200m,Butterfly,Women,GDR,Andrea Pollack,00:02:11.410000,1,200m Butterfly,Olympic,131.41,GDR
1976,200m,Butterfly,Women,GDR,Ulrike Tauber,00:02:12.500000,2,200m Butterfly,Olympic,132.5,GDR
1976,200m,Butterfly,Women,GDR,Rosemarie Kother-Gabriel,00:02:12.860000,3,200m Butterfly,Olympic,132.86,GDR
1976,200m,Butterfly,Women,USA,Karen Patricia Moe-Thornton,00:02:12.900000,4,200m Butterfly,Olympic,132.9,United States
1976,200m,Butterfly,Women,CAN,Wendy Quirk,00:02:13.680000,4,200m Butterfly,Olympic,133.68,Canada
1976,200m,Butterfly,Women,CAN,Cheryl Gibson,00:02:13.910000,4,200m Butterfly,Olympic,133.91,Canada
1976,200m,Butterfly,Women,URS,Tamara Shelofastova,00:02:14.260000,4,200m Butterfly,Olympic,134.26,URS
1976,200m,Butterfly,Women,URS,Natalya Popova,00:02:14.500000,4,200m Butterfly,Olympic,134.5,URS
1976,200m,Freestyle,Men,USA,Bruce Macfarlane Furniss,00:01:50.290000,1,200m Freestyle,Olympic,110.28999999999999,United States
1976,200m,Freestyle,Men,USA,John Phillips Naber,00:01:50.500000,2,200m Freestyle,Olympic,110.5,United States
1976,200m,Freestyle,Men,USA,Jim Montgomery,00:01:50.580000,3,200m Freestyle,Olympic,110.58,United States
1976,200m,Freestyle,Men,URS,Andrei Krylov,00:01:50.730000,4,200m Freestyle,Olympic,110.72999999999999,URS
1976,200m,Freestyle,Men,FRG,Klaus Steinbach,00:01:51.090000,4,200m Freestyle,Olympic,111.09,FRG
1976,200m,Freestyle,Men,FRG,Peter Nocke,00:01:51.710000,4,200m Freestyle,Olympic,111.71000000000001,FRG
1976,200m,Freestyle,Men,GBR,Gordon Hunter Downie,00:01:52.780000,4,200m Freestyle,Olympic,112.78,United Kingdom
1976,200m,Freestyle,Men,URS,Andrei Bogdanov,00:01:53.330000,4,200m Freestyle,Olympic,113.33,URS
1976,200m,Freestyle,Women,GDR,Kornelia Ender,00:01:59.260000,1,200m Freestyle,Olympic,119.25999999999999,GDR
1976,200m,Freestyle,Women,USA,Shirley Farber Babashoff,00:02:01.220000,2,200m Freestyle,Olympic,121.22,United States
1976,200m,Freestyle,Women,NED,Enith Brigitha,00:02:01.400000,3,200m Freestyle,Olympic,121.4,NED
1976,200m,Freestyle,Women,NED,Annelies Maas,00:02:02.560000,4,200m Freestyle,Olympic,122.56,NED
1976,200m,Freestyle,Women,CAN,Gail Amundrud,00:02:03.320000,4,200m Freestyle,Olympic,123.32,Canada
1976,200m,Freestyle,Women,USA,Jennifer Leigh Hooker,00:02:04.200000,4,200m Freestyle,Olympic,124.2,United States
1976,200m,Freestyle,Women,GDR,Claudia Hempel,00:02:04.610000,4,200m Freestyle,Olympic,124.61,GDR
1976,200m,Freestyle,Women,URS,Irina Vlasova,00:02:05.630000,4,200m Freestyle,Olympic,125.63,URS
1976,400m,Freestyle,Men,USA,Brian Stuart Goodell,00:03:51.930000,1,400m Freestyle,Olympic,231.93,United States
1976,400m,Freestyle,Men,USA,Timothy Andrew Shaw,00:03:52.540000,2,400m Freestyle,Olympic,232.54,United States
1976,400m,Freestyle,Men,URS,Vladimir Raskatov,00:03:55.760000,3,400m Freestyle,Olympic,235.76,URS
1976,400m,Freestyle,Men,BRA,Djan Garrido Madruga,00:03:57.180000,4,400m Freestyle,Olympic,237.18,Brazil
1976,400m,Freestyle,Men,AUS,Stephen Holland,00:03:57.590000,4,400m Freestyle,Olympic,237.59,Australia
1976,400m,Freestyle,Men,HUN,Sandor Nagy,00:03:57.810000,4,400m Freestyle,Olympic,237.81,Hungary
1976,400m,Freestyle,Men,URS,Vladimir Mikheev,00:04:00.790000,4,400m Freestyle,Olympic,240.79,URS
1976,400m,Freestyle,Men,CAN,Stephen Badger,00:04:20.830000,4,400m Freestyle,Olympic,260.83,Canada
1976,400m,Freestyle,Women,GDR,Petra Thümer,00:04:09.890000,1,400m Freestyle,Olympic,249.89,GDR
1976,400m,Freestyle,Women,USA,Shirley Farber Babashoff,00:04:10.460000,2,400m Freestyle,Olympic,250.46,United States
1976,400m,Freestyle,Women,CAN,Shannon Smith,00:04:14.600000,3,400m Freestyle,Olympic,254.6,Canada
1976,400m,Freestyle,Women,NZL,Rebecca Perrott,00:04:14.760000,4,400m Freestyle,Olympic,254.76,New Zealand
1976,400m,Freestyle,Women,USA,Kathy Heddy,00:04:15.500000,4,400m Freestyle,Olympic,255.5,United States
1976,400m,Freestyle,Women,USA,Brenda Grace Borgh,00:04:17.430000,4,400m Freestyle,Olympic,257.43,United States
1976,400m,Freestyle,Women,NED,Annelies Maas,00:04:17.440000,4,400m Freestyle,Olympic,257.44,NED
1976,400m,Freestyle,Women,GDR,Sabine Kahle,00:04:20.420000,4,400m Freestyle,Olympic,260.42,GDR
1976,400m,Individual medley,Men,USA,Rodney Strachan,00:04:23.680000,1,400m Individual medley,Olympic,263.68,United States
1976,400m,Individual medley,Men,USA,Alexander Timothy Mckee,00:04:24.620000,2,400m Individual medley,Olympic,264.62,United States
1976,400m,Individual medley,Men,URS,Andrei Smirnov,00:04:26.900000,3,400m Individual medley,Olympic,266.9,URS
1976,400m,Individual medley,Men,HUN,Andras Hargitay,00:04:27.130000,4,400m Individual medley,Olympic,267.13,Hungary
1976,400m,Individual medley,Men,CAN,Graham Smith,00:04:28.640000,4,400m Individual medley,Olympic,268.64,Canada
1976,400m,Individual medley,Men,USA,Steven Charles Furniss,00:04:29.230000,4,400m Individual medley,Olympic,269.23,United States
1976,400m,Individual medley,Men,CAN,Andrew Ritchie,00:04:29.870000,4,400m Individual medley,Olympic,269.87,Canada
1976,400m,Individual medley,Men,FRG,Hans-Joachim Geisler,00:04:34.950000,4,400m Individual medley,Olympic,274.95,FRG
1976,400m,Individual medley,Women,GDR,Ulrike Tauber,00:04:42.770000,1,400m Individual medley,Olympic,282.77,GDR
1976,400m,Individual medley,Women,CAN,Cheryl Gibson,00:04:48.100000,2,400m Individual medley,Olympic,288.1,Canada
1976,400m,Individual medley,Women,CAN,Becky Smith,00:04:50.480000,3,400m Individual medley,Olympic,290.48,Canada
1976,400m,Individual medley,Women,GDR,Birgit Treiber,00:04:52.400000,4,400m Individual medley,Olympic,292.4,GDR
1976,400m,Individual medley,Women,GDR,Sabine Kahle,00:04:53.500000,4,400m Individual medley,Olympic,293.5,GDR
1976,400m,Individual medley,Women,USA,Donna Lee Wennerstrom,00:04:55.340000,4,400m Individual medley,Olympic,295.34000000000003,United States
1976,400m,Individual medley,Women,CAN,Joann Baker,00:05:00.190000,4,400m Individual medley,Olympic,300.19,Canada
1976,400m,Individual medley,Women,NZL,Monique Rodahl,00:05:00.210000,4,400m Individual medley,Olympic,300.21,New Zealand
1976,4x100m,Freestyle,Women,USA,"Shirley Farber Babashoff, Kim Marie Peyton, Jennifer Leigh Hooker, Wendy Lansbach Boglioli, Jill Sterkel",00:03:44.820000,1,4x100m Freestyle,Olympic,224.82,United States
1976,4x100m,Freestyle,Women,GER,"Andrea Pollack, Petra Priemer, Kornelia Ender, Claudia Hempel",00:03:45.500000,2,4x100m Freestyle,Olympic,225.5,GER
1976,4x100m,Freestyle,Women,CAN,"Gail Amundrud, Deborah Clarke, Barbara Lynny Clark, Anne Elizabeth Jardin",00:03:48.810000,3,4x100m Freestyle,Olympic,228.81,Canada
1976,4x100m,Freestyle,Women,NLD,"Annelies Maas, Berber Kamstra, Linda Faber, Enith Brigitha, Catharina (Ineke) Ran",00:03:51.670000,4,4x100m Freestyle,Olympic,231.67000000000002,Netherlands
1976,4x100m,Freestyle,Women,SUN,"Larisa Tsareva, Irina Vlasova, Marina Klyuchnikova, Lyubov Kobzeva",00:03:52.690000,4,4x100m Freestyle,Olympic,232.69,SUN
1976,4x100m,Freestyle,Women,FRA,"Chantal Schertz, Caroline Carpentier, Guylaine Berger",00:03:56.730000,4,4x100m Freestyle,Olympic,236.73,France
1976,4x100m,Freestyle,Women,SWE,"Gunilla Lundberg, Ylva Persson, Diana Olsson, Carina Ljungdahl, Ida Hansson, Pia Martensson",00:03:57.250000,4,4x100m Freestyle,Olympic,237.25,Sweden
1976,4x100m,Freestyle,Women,GER,"Gudrun Beckmann, Regina Nissen, Beate Jasch, Judith (Jutta) Weber, Marion Platten",00:03:58.330000,4,4x100m Freestyle,Olympic,238.32999999999998,GER
1976,4x100m,Medley,Men,USA,"Jim Montgomery, Matthew Haynes Vogel, Peter Drake Rocca, John Frederick Hencken, John Phillips Naber, Jack, Jr. Babashoff, Joseph Stuart Bottom",00:03:42.220000,1,4x100m Medley,Olympic,222.22,United States
1976,4x100m,Medley,Men,CAN,"Gary Mac Donald, Clayton Evans, Stephen Pickell, Graham Smith, Bruce Richard Robertson",00:03:45.940000,2,4x100m Medley,Olympic,225.94,Canada
1976,4x100m,Medley,Men,GER,"Peter Lang, Walter Kusch, Klaus Steinbach, Peter Nocke, Reinhold Becker, Michael Kraus, Dirk Braunleder",00:03:47.290000,3,4x100m Medley,Olympic,227.29,GER
1976,4x100m,Medley,Men,GBR,"James Carter, John Maurice Mills, Brian Brinkley, Gary Abraham, David Andrew Wilkie, Duncan Goodhew, Kevin Robert Burns",00:03:49.560000,4,4x100m Medley,Olympic,229.56,United Kingdom
1976,4x100m,Medley,Men,SUN,"Andrei Bogdanov, Andrei Krylov, Igor Evgenevich Omeltchenko, Evgeni Seredin, Nikolai Pankin",00:03:49.900000,4,4x100m Medley,Olympic,229.9,SUN
1976,4x100m,Medley,Men,AUS,"Peter Coughlan, Neil Rogers, Mark Kerry, Paul Jarvie",00:03:51.540000,4,4x100m Medley,Olympic,231.54,Australia
1976,4x100m,Medley,Men,ITA,"Paolo Barelli, Giorgio Lalle, Marcello Guarducci, Riccardo Urbani, Enrico Bisso",00:03:52.920000,4,4x100m Medley,Olympic,232.92000000000002,Italy
1976,4x100m,Medley,Men,JPN,"Tadashi Honda, Nobutaka Taguchi, Tsuyoshi Yanagidate, Kozo Higuchi, Hideaki Hara",00:03:54.740000,4,4x100m Medley,Olympic,234.74,Japan
1976,4x100m,Medley,Women,GER,"Birgit Treiber, Hannelore Anke, Rosemarie Kother-Gabriel, Ulrike Richter, Petra Priemer, Andrea Pollack, Carola Nitschke, Kornelia Ender",00:04:07.950000,1,4x100m Medley,Olympic,247.95,GER
1976,4x100m,Medley,Women,USA,"Linda Louise Jezek, Lelei Alofa Fonoimoana, Wendy Lansbach Boglioli, Camille Wright, Shirley Farber Babashoff, Laura Gail Siering",00:04:14.550000,2,4x100m Medley,Olympic,254.55,United States
1976,4x100m,Medley,Women,CAN,"Deborah Clarke, Wendy Cook-Hogg, Susan Estelle Smith-Sloan, Anne Elizabeth Jardin, Robin Marie Corsiglia",00:04:15.220000,3,4x100m Medley,Olympic,255.22,Canada
1976,4x100m,Medley,Women,SUN,"Larisa Tsareva, Tamara Shelofastova, Nadezhda Stavko",00:04:16.050000,4,4x100m Medley,Olympic,256.05,SUN
1976,4x100m,Medley,Women,NLD,"Josefine (Jose) Damen, Wijda Mazereeuw, Diane Edelijn, Catharina (Ineke) Ran, Enith Brigitha",00:04:19.930000,4,4x100m Medley,Olympic,259.93,Netherlands
1976,4x100m,Medley,Women,GBR,"Deborah Hill, Elaine Dorothy Gray, Margaret Kelly-Hohmann, Joy Beasley, Joanne Louise Atkinson, Susan Pamela Jenner",00:04:23.250000,4,4x100m Medley,Olympic,263.25,United Kingdom
1976,4x100m,Medley,Women,JPN,"Kazuyo Inaba, Toshiko Haruoka, Yoshimi Nishigawa, Yasue Hatsuda, Sachiko Yamazaki",00:04:23.470000,4,4x100m Medley,Olympic,263.47,Japan
1976,4x100m,Medley,Women,AUS,"Allison Smith, Judith Hudson, Glenda Robertson, Linda Hanel, Lyle Smith, Jenny Tate, Michelle Devries",00:04:25.910000,4,4x100m Medley,Olympic,265.91,Australia
1976,4x200m,Freestyle,Men,USA,"Jim Montgomery, John Phillips Naber, Mike Bruner, Douglas Dale Northway, Timothy Andrew Shaw, Bruce Macfarlane Furniss",00:07:23.220000,1,4x200m Freestyle,Olympic,443.22,United States
1976,4x200m,Freestyle,Men,SUN,"Andrei Bogdanov, Sergei Koplyakov, Andrei Smirnov, Andrei Krylov, Vladimir Raskatov, Vladimir Mikheev",00:07:27.970000,2,4x200m Freestyle,Olympic,447.97,SUN
1976,4x200m,Freestyle,Men,GBR,"David Michael Dunne, Gordon Hunter Downie, Alan Mcclatchey, Brian Brinkley",00:07:32.110000,3,4x200m Freestyle,Olympic,452.11,United Kingdom
1976,4x200m,Freestyle,Men,GER,"Hans-Joachim Geisler, Andreas Schmidt, Klaus Steinbach, Peter Nocke, Werner Lampe",00:07:32.270000,4,4x200m Freestyle,Olympic,452.27,GER
1976,4x200m,Freestyle,Men,GER,"Rainer Strohbach, Roger Pyttel, Frank Pfütze, Lutz Loscher, Wilfried Hartung",00:07:38.920000,4,4x200m Freestyle,Olympic,458.92,GER
1976,4x200m,Freestyle,Men,NLD,"Hendrik (Henk) Elzerman, Andre In E Weld, Abdul Karim Ressang, Rene Van Der Kul",00:07:42.560000,4,4x200m Freestyle,Olympic,462.56,Netherlands
1976,4x200m,Freestyle,Men,SWE,"Peter Pettersson, Anders Bellbring, Bengt Jonsson, Pär Arvidsson, Bengt Gingsjo",00:07:42.840000,4,4x200m Freestyle,Olympic,462.84000000000003,Sweden
1976,4x200m,Freestyle,Men,ITA,"Roberto Pangaro, Marcello Guarducci, Paolo Barelli, Paolo Revelli",00:07:43.390000,4,4x200m Freestyle,Olympic,463.39,Italy
1976,800m,Freestyle,Women,GDR,Petra Thümer,00:08:37.140000,1,800m Freestyle,Olympic,517.14,GDR
1976,800m,Freestyle,Women,USA,Shirley Farber Babashoff,00:08:37.590000,2,800m Freestyle,Olympic,517.59,United States
1976,800m,Freestyle,Women,USA,Wendy Elizabeth Weinberg,00:08:42.600000,3,800m Freestyle,Olympic,522.6,United States
1976,800m,Freestyle,Women,AUS,Rosemary Milgate,00:08:47.210000,4,800m Freestyle,Olympic,527.21,Australia
1976,800m,Freestyle,Women,USA,Nicole Kramer,00:08:47.330000,4,800m Freestyle,Olympic,527.33,United States
1976,800m,Freestyle,Women,CAN,Shannon Smith,00:08:48.150000,4,800m Freestyle,Olympic,528.15,Canada
1976,800m,Freestyle,Women,GDR,Regina Jäger,00:08:50.400000,4,800m Freestyle,Olympic,530.4,GDR
1976,800m,Freestyle,Women,AUS,Jenny Turrall,00:08:52.880000,4,800m Freestyle,Olympic,532.88,Australia
1972,100m,Backstroke,Men,GDR,Roland Matthes,56.580,2,100m Backstroke,Olympic,56.58,GDR
1972,100m,Backstroke,Men,USA,Michael Eugene Stamm,57.700,3,100m Backstroke,Olympic,57.7,United States
1972,100m,Backstroke,Men,USA,John Joseph Murphy,58.350,4,100m Backstroke,Olympic,58.35,United States
1972,100m,Backstroke,Men,USA,Mitchell Ivey,58.480,4,100m Backstroke,Olympic,58.48,United States
1972,100m,Backstroke,Men,URS,Igor Grivennikov,59.500,4,100m Backstroke,Olympic,59.5,URS
1972,100m,Backstroke,Men,GDR,Lutz Wanja,59.800,4,100m Backstroke,Olympic,59.8,GDR
1972,100m,Backstroke,Men,GDR,Jürgen Krüger,59.930,4,100m Backstroke,Olympic,59.93,GDR
1972,100m,Backstroke,Men,JPN,Tadashi Honda,00:01:00.410000,1,100m Backstroke,Olympic,60.41,Japan
1972,100m,Backstroke,Women,USA,Melissa Louise Belote,00:01:05.780000,1,100m Backstroke,Olympic,65.78,United States
1972,100m,Backstroke,Women,HUN,Andrea Gyarmati,00:01:06.260000,2,100m Backstroke,Olympic,66.26,Hungary
1972,100m,Backstroke,Women,USA,Susanne Jean Atwood,00:01:06.340000,3,100m Backstroke,Olympic,66.34,United States
1972,100m,Backstroke,Women,USA,Karen Patricia Moe-Thornton,00:01:06.690000,4,100m Backstroke,Olympic,66.69,United States
1972,100m,Backstroke,Women,CAN,Wendy Cook-Hogg,00:01:06.700000,4,100m Backstroke,Olympic,66.7,Canada
1972,100m,Backstroke,Women,NED,Enith Brigitha,00:01:06.820000,4,100m Backstroke,Olympic,66.82,NED
1972,100m,Backstroke,Women,GDR,Christine Herbst,00:01:07.270000,4,100m Backstroke,Olympic,67.27,GDR
1972,100m,Backstroke,Women,FRG,Silke Pielen,00:01:07.360000,4,100m Backstroke,Olympic,67.36,FRG
1972,100m,Breaststroke,Men,JPN,Nobutaka Taguchi,00:01:04.940000,1,100m Breaststroke,Olympic,64.94,Japan
